SubjectID,VideoID,Timestamp_sec,SubjectID.1,VideoID.1,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,predefined,userdefined,True_Label,Predicted_Prob_default,Predicted_Label_default,Predicted_Prob_tuned,Predicted_Label_tuned
9.0,0.0,43.5,9.0,0.0,23.0,54.0,-59.0,236131.0,61689.0,16328.0,9273.0,5353.0,6211.0,6263.0,252.0,0.0,1.0,1,0.7465509,1,0.99793017,1
8.0,4.0,20.5,8.0,4.0,44.0,35.0,345.0,961561.0,172174.0,11084.0,19372.0,27191.0,43267.0,14322.0,7920.0,0.0,1.0,1,0.60009545,1,0.6722305,1
2.0,7.0,43.0,2.0,7.0,48.0,38.0,20.0,2221.0,26571.0,4656.0,1632.0,3496.0,8910.0,5736.0,2837.0,1.0,1.0,1,0.6750885,1,0.99940854,1
0.0,5.0,34.5,0.0,5.0,51.0,53.0,-34.0,1961133.0,554445.0,67980.0,20983.0,35855.0,83834.0,215823.0,37057.0,1.0,1.0,1,0.6067347,1,0.94156367,1
4.0,7.0,57.5,4.0,7.0,21.0,53.0,139.0,92311.0,142515.0,19297.0,20984.0,17853.0,16238.0,5977.0,5921.0,1.0,1.0,1,0.4373463,1,0.9661724,1
3.0,4.0,17.0,3.0,4.0,21.0,63.0,-27.0,364441.0,67574.0,28969.0,48973.0,13551.0,14530.0,16983.0,7667.0,0.0,1.0,1,0.6620681,1,0.93959624,1
7.0,7.0,11.5,7.0,7.0,37.0,23.0,84.0,1189787.0,306156.0,3444.0,20848.0,47140.0,40486.0,27121.0,19573.0,1.0,1.0,1,0.64486355,1,0.41615608,1
2.0,1.0,7.5,2.0,1.0,53.0,50.0,-262.0,240442.0,93442.0,28269.0,27486.0,10657.0,6546.0,1885.0,2828.0,0.0,1.0,1,0.67927957,1,0.99998057,1
9.0,5.0,30.0,9.0,5.0,21.0,1.0,147.0,2372780.0,851535.0,62544.0,6557.0,39678.0,50861.0,29686.0,34090.0,1.0,1.0,1,0.6549509,1,0.985969,1
1.0,2.0,13.5,1.0,2.0,35.0,38.0,-88.0,20584.0,8771.0,2347.0,12095.0,13657.0,5929.0,3900.0,2640.0,0.0,1.0,1,0.5108445,1,0.9974205,1
0.0,8.0,7.0,0.0,8.0,77.0,54.0,137.0,900026.0,39234.0,39186.0,10694.0,8713.0,15218.0,17239.0,12796.0,1.0,1.0,1,0.6583426,1,0.96950537,1
8.0,8.0,10.0,8.0,8.0,20.0,21.0,-62.0,315465.0,73486.0,30339.0,46059.0,48956.0,12578.0,9302.0,8042.0,1.0,1.0,1,0.807973,1,0.9794661,1
2.0,5.0,29.5,2.0,5.0,84.0,48.0,50.0,15439.0,29327.0,7413.0,9981.0,4603.0,11012.0,13028.0,2408.0,1.0,1.0,1,0.6696643,1,0.99956787,1
0.0,1.0,65.5,0.0,1.0,38.0,51.0,116.0,598258.0,57377.0,5344.0,11804.0,6207.0,14368.0,10925.0,5113.0,0.0,1.0,1,0.52432495,1,0.99975467,1
0.0,6.0,34.5,0.0,6.0,37.0,48.0,7.0,246683.0,53015.0,3839.0,5458.0,6504.0,23508.0,14658.0,8290.0,1.0,1.0,1,0.66917765,1,0.98036265,1
5.0,1.0,52.0,5.0,1.0,78.0,40.0,-59.0,218490.0,41058.0,5790.0,7276.0,7016.0,13643.0,2250.0,991.0,0.0,1.0,1,0.66350687,1,0.9189708,1
3.0,9.0,44.5,3.0,9.0,23.0,47.0,28.0,1364607.0,401471.0,69362.0,45395.0,53427.0,29296.0,13378.0,2785.0,1.0,1.0,1,0.6244643,1,0.51696366,1
0.0,5.0,20.5,0.0,5.0,93.0,20.0,214.0,1048205.0,118263.0,1594.0,31611.0,4886.0,20574.0,23817.0,7343.0,1.0,1.0,1,0.66824466,1,0.95087546,1
7.0,0.0,9.5,7.0,0.0,44.0,54.0,-3.0,565808.0,26223.0,8087.0,12662.0,6879.0,14977.0,10252.0,4709.0,0.0,1.0,1,0.53595644,1,0.50068885,1
6.0,0.0,10.5,6.0,0.0,0.0,0.0,422.0,257801.0,344623.0,3840.0,15168.0,32026.0,19174.0,8931.0,7840.0,0.0,1.0,1,0.710542,1,0.9994112,1
9.0,4.0,4.0,9.0,4.0,50.0,61.0,300.0,939064.0,46156.0,8916.0,27246.0,3859.0,90716.0,17620.0,2964.0,0.0,1.0,1,0.5537575,1,0.5683773,1
7.0,1.0,65.0,7.0,1.0,37.0,44.0,-101.0,563540.0,183143.0,13820.0,82897.0,13603.0,27241.0,17456.0,12934.0,0.0,1.0,1,0.662128,1,0.85663164,1
7.0,3.0,17.5,7.0,3.0,30.0,78.0,-133.0,1296732.0,864385.0,279071.0,11902.0,143843.0,200514.0,55111.0,63460.0,0.0,1.0,1,0.65949625,1,0.5179461,1
4.0,1.0,9.5,4.0,1.0,30.0,48.0,36.0,1260628.0,54827.0,34222.0,8562.0,11416.0,12291.0,5935.0,5272.0,0.0,1.0,1,0.5516878,1,0.99631965,1
0.0,8.0,5.5,0.0,8.0,56.0,56.0,39.0,1031473.0,208079.0,6209.0,8297.0,19003.0,14556.0,40225.0,5983.0,1.0,1.0,1,0.6481981,1,0.9054936,1
3.0,6.0,23.0,3.0,6.0,23.0,20.0,1.0,497776.0,453181.0,30458.0,20405.0,64569.0,22958.0,20289.0,5116.0,1.0,1.0,1,0.65314955,1,0.9567629,1
2.0,8.0,56.0,2.0,8.0,70.0,75.0,22.0,2869.0,6602.0,2202.0,8265.0,5313.0,10480.0,5979.0,1126.0,1.0,1.0,1,0.37480226,0,0.99979323,1
0.0,8.0,45.5,0.0,8.0,56.0,56.0,84.0,715862.0,43595.0,10328.0,10597.0,8361.0,11015.0,15592.0,6860.0,1.0,1.0,1,0.6001497,1,0.4465744,1
1.0,1.0,7.5,1.0,1.0,51.0,53.0,69.0,16021.0,18130.0,5404.0,9924.0,9035.0,4513.0,1994.0,7190.0,0.0,1.0,1,0.3552685,0,0.8877491,1
0.0,5.0,6.5,0.0,5.0,84.0,50.0,12.0,379573.0,72675.0,24981.0,24260.0,14011.0,18272.0,13481.0,13111.0,1.0,1.0,1,0.6229775,1,0.9733385,1
0.0,5.0,42.0,0.0,5.0,37.0,37.0,60.0,323128.0,129528.0,34862.0,38506.0,18382.0,29940.0,27340.0,9252.0,1.0,1.0,1,0.762837,1,0.9943421,1
2.0,1.0,44.5,2.0,1.0,64.0,87.0,19.0,9168.0,10288.0,12458.0,3618.0,2974.0,12750.0,2431.0,2540.0,0.0,1.0,1,0.26044005,0,0.9997426,1
4.0,8.0,30.0,4.0,8.0,34.0,35.0,52.0,210355.0,132994.0,29437.0,6607.0,20518.0,25367.0,13968.0,12987.0,1.0,1.0,1,0.54707396,1,0.9997387,1
3.0,7.0,3.0,3.0,7.0,38.0,29.0,-442.0,1227553.0,382846.0,68329.0,49958.0,27813.0,15947.0,8608.0,18133.0,1.0,1.0,1,0.4106361,1,0.9970711,1
2.0,1.0,40.5,2.0,1.0,60.0,61.0,28.0,37340.0,14944.0,1864.0,4524.0,6663.0,6165.0,3094.0,3139.0,0.0,1.0,1,0.6650222,1,0.7070742,1
4.0,3.0,50.0,4.0,3.0,30.0,13.0,140.0,628188.0,56235.0,12999.0,4208.0,3143.0,3095.0,2744.0,1198.0,0.0,1.0,1,0.6586993,1,0.81913966,1
7.0,7.0,45.0,7.0,7.0,30.0,53.0,108.0,210947.0,271215.0,56948.0,68751.0,62145.0,44766.0,20472.0,15373.0,1.0,1.0,1,0.3884801,0,0.9980873,1
0.0,5.0,52.0,0.0,5.0,48.0,63.0,-21.0,476505.0,368281.0,119473.0,150341.0,25794.0,173155.0,143161.0,51147.0,1.0,1.0,1,0.61835736,1,0.7140033,1
2.0,1.0,24.0,2.0,1.0,63.0,51.0,40.0,5507.0,10582.0,1635.0,17271.0,8349.0,6029.0,2703.0,1327.0,0.0,1.0,1,0.8210074,1,0.9837841,1
6.0,8.0,47.5,6.0,8.0,0.0,0.0,2047.0,892420.0,261033.0,175466.0,39912.0,66241.0,76441.0,108263.0,76281.0,1.0,1.0,1,0.85741335,1,0.9989095,1
9.0,8.0,19.5,9.0,8.0,11.0,40.0,74.0,897012.0,509165.0,125343.0,153037.0,23571.0,18523.0,41705.0,32917.0,1.0,1.0,1,0.6495202,1,0.6079906,1
0.0,8.0,5.0,0.0,8.0,64.0,77.0,-19.0,811872.0,102580.0,27271.0,16024.0,11954.0,24417.0,27561.0,10838.0,1.0,1.0,1,0.66179156,1,0.9519454,1
0.0,1.0,43.5,0.0,1.0,48.0,43.0,-38.0,747531.0,429929.0,26951.0,48728.0,11404.0,35088.0,25237.0,16807.0,0.0,1.0,1,0.76264495,1,0.99874383,1
0.0,2.0,26.5,0.0,2.0,16.0,40.0,-18.0,2068566.0,249309.0,21132.0,66093.0,33639.0,47601.0,44163.0,23036.0,0.0,1.0,1,0.42637372,1,0.9998763,1
0.0,6.0,23.0,0.0,6.0,20.0,38.0,65.0,1075242.0,836702.0,139462.0,122927.0,84753.0,64518.0,129326.0,45730.0,1.0,1.0,1,0.6536208,1,0.55754334,1
4.0,2.0,45.0,4.0,2.0,11.0,61.0,-612.0,2458593.0,106457.0,71334.0,44806.0,3014.0,12144.0,27404.0,5152.0,0.0,1.0,1,0.3883516,0,0.9995953,1
5.0,6.0,22.5,5.0,6.0,60.0,47.0,-74.0,1439181.0,139734.0,11002.0,17628.0,21178.0,27005.0,10985.0,5601.0,1.0,1.0,1,0.6607091,1,0.98970115,1
4.0,7.0,39.0,4.0,7.0,61.0,64.0,107.0,6590.0,23926.0,5913.0,7805.0,7108.0,19056.0,9192.0,16030.0,1.0,1.0,1,0.84008443,1,0.9999535,1
7.0,1.0,37.5,7.0,1.0,75.0,40.0,129.0,220858.0,24897.0,13722.0,2270.0,1315.0,5023.0,5226.0,1620.0,0.0,1.0,1,0.5634505,1,0.5706688,1
5.0,1.0,49.0,5.0,1.0,44.0,50.0,43.0,513145.0,350491.0,37636.0,23321.0,23516.0,31321.0,6676.0,3413.0,0.0,1.0,1,0.67533624,1,0.98051673,1
2.0,7.0,7.5,2.0,7.0,50.0,44.0,35.0,16193.0,21628.0,5757.0,4341.0,9864.0,6392.0,8305.0,8125.0,1.0,1.0,1,0.70498973,1,0.9980605,1
5.0,6.0,7.5,5.0,6.0,40.0,74.0,-71.0,669700.0,75085.0,7536.0,21920.0,10367.0,7420.0,3248.0,1762.0,1.0,1.0,1,0.6362833,1,0.95823246,1
5.0,2.0,68.5,5.0,2.0,51.0,78.0,13.0,267755.0,297950.0,159099.0,44213.0,46366.0,34389.0,18134.0,1958.0,0.0,1.0,1,0.6393015,1,0.711611,1
1.0,4.0,42.5,1.0,4.0,24.0,50.0,-35.0,176215.0,38067.0,9097.0,5685.0,3057.0,2743.0,1124.0,1076.0,0.0,1.0,1,0.560672,1,0.9956186,1
2.0,1.0,54.0,2.0,1.0,70.0,64.0,19.0,14991.0,14464.0,8412.0,12814.0,6462.0,8564.0,3235.0,3358.0,0.0,1.0,1,0.32254684,0,0.99353534,1
3.0,8.0,33.5,3.0,8.0,64.0,74.0,80.0,833542.0,39301.0,25954.0,12388.0,10401.0,7085.0,3768.0,1541.0,1.0,1.0,1,0.55306,1,0.5937365,1
0.0,8.0,37.5,0.0,8.0,38.0,43.0,-24.0,605213.0,1812829.0,186459.0,219596.0,44307.0,100121.0,184525.0,40757.0,1.0,1.0,1,0.8423603,1,0.99483466,1
3.0,6.0,17.5,3.0,6.0,24.0,27.0,38.0,1266652.0,163879.0,54291.0,19877.0,9756.0,6245.0,14969.0,12222.0,1.0,1.0,1,0.69625944,1,0.9984715,1
4.0,3.0,52.5,4.0,3.0,34.0,21.0,-14.0,406025.0,274420.0,18910.0,13381.0,11948.0,19888.0,15639.0,3943.0,0.0,1.0,1,0.6569992,1,0.7950742,1
9.0,8.0,15.5,9.0,8.0,66.0,60.0,150.0,113708.0,13189.0,8834.0,1726.0,1247.0,3354.0,3475.0,1146.0,1.0,1.0,1,0.71250767,1,0.9756075,1
5.0,5.0,22.0,5.0,5.0,48.0,47.0,-20.0,60053.0,137650.0,6863.0,9575.0,4818.0,9026.0,4143.0,722.0,1.0,1.0,1,0.8089537,1,0.9996322,1
1.0,4.0,25.0,1.0,4.0,63.0,43.0,103.0,241302.0,224158.0,94703.0,17619.0,25441.0,12317.0,1671.0,8912.0,0.0,1.0,1,0.62809414,1,0.94260496,1
7.0,3.0,3.5,7.0,3.0,11.0,61.0,183.0,3497263.0,206049.0,30639.0,18668.0,36140.0,37202.0,16216.0,4986.0,0.0,1.0,1,0.63391685,1,0.79516304,1
4.0,1.0,50.0,4.0,1.0,47.0,41.0,40.0,410899.0,184217.0,31837.0,19585.0,16157.0,35338.0,19026.0,7545.0,0.0,1.0,1,0.8004118,1,0.99993014,1
4.0,8.0,46.5,4.0,8.0,37.0,50.0,40.0,10002.0,6635.0,2072.0,12167.0,18733.0,5450.0,4356.0,2483.0,1.0,1.0,1,0.54627556,1,0.99984187,1
0.0,8.0,43.0,0.0,8.0,53.0,47.0,-41.0,79443.0,37051.0,15892.0,1601.0,12388.0,18788.0,14849.0,6958.0,1.0,1.0,1,0.6417765,1,0.9966679,1
3.0,4.0,46.5,3.0,4.0,34.0,30.0,-23.0,744908.0,138712.0,5981.0,29030.0,9229.0,7054.0,8569.0,4513.0,0.0,1.0,1,0.7707398,1,0.9965419,1
8.0,5.0,41.0,8.0,5.0,47.0,47.0,-195.0,747837.0,46737.0,10216.0,51651.0,18980.0,27572.0,12858.0,5587.0,1.0,1.0,1,0.6271405,1,0.5862675,1
0.0,2.0,14.0,0.0,2.0,56.0,53.0,12.0,494782.0,28798.0,10638.0,15415.0,5385.0,7446.0,7100.0,6161.0,0.0,1.0,1,0.65424114,1,0.9194853,1
2.0,7.0,40.0,2.0,7.0,37.0,74.0,26.0,5552.0,11807.0,4416.0,12740.0,4862.0,4508.0,3767.0,2037.0,1.0,1.0,1,0.41424206,1,0.955422,1
0.0,1.0,64.5,0.0,1.0,38.0,56.0,3.0,1175382.0,58708.0,11519.0,1656.0,7594.0,9408.0,23026.0,7952.0,0.0,1.0,1,0.45423952,1,0.999945,1
7.0,3.0,45.0,7.0,3.0,40.0,53.0,113.0,246516.0,46082.0,6249.0,8016.0,2107.0,5129.0,7683.0,4198.0,0.0,1.0,1,0.82410604,1,0.9960156,1
9.0,5.0,38.0,9.0,5.0,26.0,67.0,163.0,250700.0,49068.0,9383.0,7625.0,3406.0,11758.0,14610.0,2565.0,1.0,1.0,1,0.45801067,1,0.99752057,1
5.0,2.0,16.0,5.0,2.0,51.0,40.0,9.0,339864.0,749138.0,107647.0,30198.0,19951.0,27341.0,12426.0,2573.0,0.0,1.0,1,0.7995695,1,0.98208934,1
7.0,0.0,11.5,7.0,0.0,51.0,48.0,-3.0,169153.0,9164.0,1306.0,2148.0,1449.0,3538.0,3494.0,2927.0,0.0,1.0,1,0.6198428,1,0.5236996,1
4.0,8.0,10.5,4.0,8.0,60.0,48.0,28.0,65458.0,24807.0,7378.0,13416.0,4842.0,9446.0,7690.0,11219.0,1.0,1.0,1,0.48749208,1,0.99992913,1
6.0,0.0,43.0,6.0,0.0,0.0,0.0,1784.0,2083981.0,3007802.0,454890.0,192368.0,105668.0,260300.0,277475.0,157092.0,0.0,1.0,1,0.86801225,1,0.9999735,1
1.0,1.0,10.0,1.0,1.0,41.0,77.0,61.0,1757261.0,141818.0,55386.0,62396.0,29006.0,19883.0,5236.0,7482.0,0.0,1.0,1,0.55890507,1,0.9847495,1
3.0,7.0,54.0,3.0,7.0,80.0,56.0,107.0,235215.0,6802.0,4431.0,5555.0,7942.0,2207.0,696.0,1857.0,1.0,1.0,1,0.6762519,1,0.9927717,1
9.0,8.0,44.5,9.0,8.0,66.0,56.0,27.0,371238.0,116140.0,28853.0,7111.0,10361.0,20880.0,12394.0,5127.0,1.0,1.0,1,0.63965124,1,0.9839891,1
2.0,8.0,36.0,2.0,8.0,17.0,74.0,133.0,159359.0,10443.0,2357.0,2248.0,2428.0,2074.0,1265.0,941.0,1.0,1.0,1,0.7887444,1,0.9994363,1
8.0,5.0,17.5,8.0,5.0,44.0,83.0,-8.0,1585304.0,176352.0,137105.0,13312.0,30983.0,43048.0,7686.0,7308.0,1.0,1.0,1,0.61301714,1,0.9874942,1
1.0,1.0,35.5,1.0,1.0,54.0,30.0,10.0,134428.0,49313.0,2521.0,9173.0,7198.0,14535.0,3253.0,4228.0,0.0,1.0,1,0.5238599,1,0.9421464,1
0.0,2.0,33.5,0.0,2.0,51.0,16.0,-50.0,876316.0,238990.0,36845.0,3424.0,72128.0,135942.0,164217.0,45182.0,0.0,1.0,1,0.5643709,1,0.6569934,1
9.0,4.0,25.0,9.0,4.0,29.0,67.0,257.0,2033663.0,308376.0,131158.0,135505.0,42879.0,42248.0,128719.0,11967.0,0.0,1.0,1,0.5864205,1,0.77250046,1
9.0,3.0,48.5,9.0,3.0,29.0,64.0,296.0,447528.0,206063.0,74557.0,30783.0,4687.0,16258.0,12154.0,1536.0,0.0,1.0,1,0.6503957,1,0.8846988,1
2.0,7.0,6.5,2.0,7.0,70.0,51.0,49.0,10531.0,16161.0,2009.0,3549.0,2941.0,12970.0,4002.0,13632.0,1.0,1.0,1,0.9599401,1,0.99661666,1
6.0,0.0,64.5,6.0,0.0,0.0,0.0,1821.0,1056164.0,879435.0,178605.0,131122.0,40880.0,77274.0,65339.0,162892.0,0.0,1.0,1,0.55764073,1,0.98476535,1
2.0,1.0,34.5,2.0,1.0,48.0,51.0,53.0,2174.0,7489.0,6628.0,8560.0,2895.0,11325.0,1099.0,4317.0,0.0,1.0,1,0.8731145,1,0.9950222,1
7.0,5.0,28.0,7.0,5.0,20.0,43.0,100.0,1173850.0,107141.0,34984.0,34589.0,10877.0,12141.0,4530.0,7533.0,1.0,1.0,1,0.64026064,1,0.49706525,1
5.0,2.0,17.5,5.0,2.0,50.0,37.0,11.0,1055450.0,103005.0,44425.0,28532.0,29874.0,31798.0,26773.0,2494.0,0.0,1.0,1,0.50841135,1,0.9878581,1
8.0,4.0,48.0,8.0,4.0,30.0,27.0,61.0,698174.0,188549.0,56134.0,7135.0,25100.0,11945.0,6854.0,2880.0,0.0,1.0,1,0.8657516,1,0.99987394,1
4.0,2.0,33.0,4.0,2.0,38.0,56.0,29.0,2099925.0,323118.0,210824.0,166524.0,139779.0,104708.0,38526.0,12970.0,0.0,1.0,1,0.5299287,1,0.99998957,1
7.0,7.0,5.5,7.0,7.0,34.0,20.0,104.0,591179.0,39734.0,792.0,9465.0,12979.0,25175.0,9845.0,8581.0,1.0,1.0,1,0.5758744,1,0.9995843,1
3.0,9.0,7.0,3.0,9.0,21.0,51.0,49.0,1941019.0,603671.0,30597.0,43160.0,24217.0,23316.0,11054.0,3287.0,1.0,1.0,1,0.67307943,1,0.7366296,1
9.0,0.0,28.5,9.0,0.0,34.0,77.0,-60.0,664195.0,220147.0,86198.0,355406.0,43470.0,62344.0,47726.0,8642.0,0.0,1.0,1,0.64371526,1,0.79989094,1
7.0,1.0,18.5,7.0,1.0,78.0,54.0,51.0,1073592.0,128356.0,32151.0,11720.0,17763.0,16709.0,27321.0,38045.0,0.0,1.0,1,0.65842336,1,0.4807948,1
7.0,5.0,2.5,7.0,5.0,7.0,53.0,108.0,953373.0,356849.0,57773.0,55803.0,32059.0,45652.0,75906.0,23461.0,1.0,1.0,1,0.6696577,1,0.99194705,1
1.0,2.0,42.5,1.0,2.0,40.0,57.0,-55.0,792612.0,182694.0,93489.0,44804.0,39596.0,9886.0,7486.0,2897.0,0.0,1.0,1,0.6054031,1,0.9839991,1
6.0,3.0,38.0,6.0,3.0,0.0,0.0,2047.0,1015869.0,216106.0,193892.0,115930.0,170864.0,176220.0,47436.0,73666.0,0.0,1.0,1,0.9280094,1,0.99996656,1
0.0,1.0,16.5,0.0,1.0,7.0,50.0,109.0,1131002.0,300616.0,52970.0,65322.0,41347.0,51419.0,106017.0,9744.0,0.0,1.0,1,0.57852244,1,0.9942871,1
4.0,3.0,9.5,4.0,3.0,16.0,21.0,114.0,1396020.0,224360.0,127336.0,30363.0,21933.0,37989.0,8655.0,18824.0,0.0,1.0,1,0.3690297,0,0.9999936,1
9.0,0.0,63.0,9.0,0.0,24.0,84.0,153.0,1192462.0,36819.0,40096.0,15605.0,7690.0,13096.0,13569.0,1848.0,0.0,1.0,1,0.6659491,1,0.9944948,1
2.0,7.0,35.0,2.0,7.0,43.0,61.0,117.0,42378.0,35810.0,10832.0,3490.0,9393.0,7223.0,3257.0,3516.0,1.0,1.0,1,0.9624301,1,0.99982613,1
1.0,4.0,9.0,1.0,4.0,54.0,64.0,1.0,11932.0,15836.0,11632.0,12500.0,10984.0,4436.0,2481.0,2987.0,0.0,1.0,1,0.71101123,1,0.996899,1
9.0,5.0,24.5,9.0,5.0,51.0,20.0,-18.0,919911.0,126875.0,20392.0,7281.0,13153.0,50894.0,32448.0,36566.0,1.0,1.0,1,0.67329746,1,0.94296896,1
5.0,3.0,7.0,5.0,3.0,43.0,69.0,18.0,2146254.0,68088.0,3658.0,12253.0,10834.0,6517.0,2840.0,1614.0,0.0,1.0,1,0.6140846,1,0.76310503,1
1.0,2.0,36.0,1.0,2.0,53.0,51.0,4.0,244909.0,23464.0,5469.0,2096.0,2597.0,1679.0,995.0,1119.0,0.0,1.0,1,0.6938947,1,0.9494882,1
8.0,9.0,21.0,8.0,9.0,27.0,50.0,139.0,688036.0,163473.0,68844.0,12599.0,13202.0,16777.0,5679.0,6796.0,1.0,1.0,1,0.6612485,1,0.9204632,1
2.0,7.0,20.0,2.0,7.0,69.0,61.0,16.0,10380.0,5183.0,3668.0,6685.0,5766.0,23449.0,6000.0,11638.0,1.0,1.0,1,0.6017454,1,0.9998414,1
5.0,6.0,6.5,5.0,6.0,27.0,81.0,-263.0,656762.0,160360.0,31775.0,27502.0,14747.0,15210.0,5315.0,1721.0,1.0,1.0,1,0.6680872,1,0.9754497,1
3.0,7.0,59.0,3.0,7.0,51.0,64.0,21.0,792796.0,193901.0,156166.0,41840.0,20467.0,43118.0,9613.0,8541.0,1.0,1.0,1,0.6954935,1,0.82741714,1
0.0,1.0,57.5,0.0,1.0,57.0,57.0,84.0,276346.0,10235.0,3729.0,4277.0,11462.0,10718.0,3519.0,1369.0,0.0,1.0,1,0.66840917,1,0.9976533,1
9.0,5.0,16.0,9.0,5.0,34.0,4.0,-41.0,580920.0,423188.0,34617.0,66073.0,59920.0,52869.0,75992.0,46190.0,1.0,1.0,1,0.6018128,1,0.47931182,1
2.0,8.0,34.5,2.0,8.0,14.0,70.0,35.0,6503.0,5175.0,13522.0,3514.0,3969.0,1407.0,1348.0,2160.0,1.0,1.0,1,0.59656024,1,0.9304929,1
2.0,5.0,5.5,2.0,5.0,70.0,64.0,-9.0,68968.0,75255.0,13561.0,8163.0,19910.0,14943.0,12295.0,3045.0,1.0,1.0,1,0.6932296,1,0.99642915,1
5.0,6.0,7.0,5.0,6.0,38.0,81.0,261.0,544643.0,58621.0,39368.0,3635.0,8616.0,11356.0,4479.0,2106.0,1.0,1.0,1,0.6591524,1,0.96870553,1
9.0,5.0,48.5,9.0,5.0,53.0,56.0,16.0,547512.0,168419.0,22213.0,19389.0,4010.0,30134.0,26211.0,4007.0,1.0,1.0,1,0.651014,1,0.9720129,1
0.0,5.0,17.5,0.0,5.0,75.0,11.0,-26.0,1516782.0,271278.0,52870.0,44770.0,63260.0,75840.0,149821.0,30278.0,1.0,1.0,1,0.6327171,1,0.67673564,1
0.0,8.0,59.5,0.0,8.0,70.0,43.0,38.0,168827.0,3939.0,582.0,5638.0,9445.0,9643.0,27715.0,3995.0,1.0,1.0,1,0.6628793,1,0.91255176,1
9.0,3.0,23.0,9.0,3.0,44.0,50.0,185.0,74322.0,30140.0,2352.0,5591.0,4088.0,6839.0,2295.0,363.0,0.0,1.0,1,0.6089811,1,0.85888636,1
6.0,0.0,34.0,6.0,0.0,0.0,0.0,-284.0,2008528.0,570237.0,119941.0,233891.0,317735.0,185481.0,108646.0,75414.0,0.0,1.0,1,0.5322569,1,0.9970525,1
2.0,5.0,6.5,2.0,5.0,29.0,44.0,21.0,1653467.0,753302.0,321668.0,32611.0,64750.0,24500.0,54438.0,101376.0,1.0,1.0,1,0.65147024,1,0.8213511,1
1.0,4.0,48.5,1.0,4.0,54.0,81.0,22.0,551719.0,38571.0,43209.0,43243.0,9102.0,3809.0,2213.0,1596.0,0.0,1.0,1,0.688168,1,0.9975929,1
6.0,4.0,7.5,6.0,4.0,0.0,0.0,-2048.0,81106.0,28567.0,7754.0,13662.0,3958.0,67825.0,21400.0,14912.0,0.0,1.0,1,0.3886972,0,0.99733067,1
1.0,1.0,10.5,1.0,1.0,34.0,70.0,82.0,334896.0,74884.0,9690.0,48724.0,12415.0,8012.0,3260.0,6042.0,0.0,1.0,1,0.56396973,1,0.97606075,1
0.0,2.0,32.0,0.0,2.0,70.0,40.0,22.0,917135.0,68137.0,11830.0,4362.0,23570.0,67568.0,39001.0,21761.0,0.0,1.0,1,0.80395687,1,0.9998093,1
1.0,4.0,41.0,1.0,4.0,23.0,51.0,104.0,230330.0,102377.0,14763.0,10681.0,7600.0,4080.0,1680.0,487.0,0.0,1.0,1,0.67062384,1,0.97164875,1
3.0,8.0,8.0,3.0,8.0,70.0,50.0,8.0,5469.0,14907.0,1171.0,19189.0,17670.0,10450.0,13421.0,4580.0,1.0,1.0,1,0.42092788,1,0.9903127,1
0.0,5.0,7.0,0.0,5.0,63.0,44.0,-178.0,750444.0,541656.0,153215.0,128081.0,29463.0,78130.0,67715.0,58155.0,1.0,1.0,1,0.61045283,1,0.99717236,1
1.0,3.0,38.5,1.0,3.0,24.0,35.0,59.0,2112306.0,97192.0,171054.0,207796.0,170785.0,78764.0,27209.0,15174.0,0.0,1.0,1,0.66413873,1,0.8315853,1
3.0,6.0,14.0,3.0,6.0,38.0,41.0,-149.0,1427448.0,455338.0,62818.0,41457.0,48120.0,37053.0,11216.0,12884.0,1.0,1.0,1,0.821696,1,0.99982446,1
8.0,4.0,27.5,8.0,4.0,4.0,24.0,149.0,235578.0,186148.0,22060.0,5600.0,10637.0,6807.0,2579.0,4727.0,0.0,1.0,1,0.7314094,1,0.994366,1
3.0,6.0,50.5,3.0,6.0,27.0,60.0,27.0,390882.0,552625.0,84988.0,45123.0,17842.0,20854.0,22214.0,7243.0,1.0,1.0,1,0.6663328,1,0.8585139,1
5.0,5.0,11.5,5.0,5.0,50.0,63.0,-66.0,27710.0,52017.0,9471.0,10352.0,14686.0,6109.0,8059.0,1191.0,1.0,1.0,1,0.7934347,1,0.99977195,1
3.0,9.0,46.0,3.0,9.0,24.0,53.0,-3.0,716900.0,89790.0,66114.0,52786.0,15140.0,10762.0,3243.0,2095.0,1.0,1.0,1,0.63683414,1,0.5514871,1
1.0,4.0,62.5,1.0,4.0,29.0,41.0,-9.0,657155.0,812567.0,68163.0,33210.0,37548.0,29640.0,22951.0,28151.0,0.0,1.0,1,0.54518604,1,0.91740614,1
2.0,4.0,7.0,2.0,4.0,61.0,47.0,69.0,1043924.0,148480.0,11249.0,13251.0,24868.0,24061.0,17007.0,26689.0,0.0,1.0,1,0.98821265,1,0.99995875,1
3.0,9.0,10.0,3.0,9.0,38.0,54.0,-19.0,2303485.0,1407662.0,288154.0,99779.0,56431.0,208994.0,48958.0,29609.0,1.0,1.0,1,0.63703763,1,0.98994166,1
9.0,4.0,3.0,9.0,4.0,40.0,69.0,-1.0,701463.0,54612.0,4304.0,13610.0,7077.0,16645.0,3357.0,792.0,0.0,1.0,1,0.5077319,1,0.5104913,1
